Variant,FinalValLoss,mean_feature_std,min_feature_std,collapsed_dims_lt_1e-3,embedding_norm_mean,F1,Recall,FAR100,EventRecall,MeanDelay
temp_only,2.2728884489599577e-05,0.01768684759736061,0.0015356737421825528,0,6.573727130889893,0.8470588230211764,0.9999999999722223,11.304347826086957,1.0,0.0
recon_only,0.32563697810356435,0.05081028863787651,0.00398418540135026,0,4.90798282623291,0.9999999994722224,0.9999999999722223,0.0,1.0,0.0
recon_temp_no_var,0.32493670972493977,0.058347128331661224,0.0038350080139935017,0,5.428925037384033,0.9999999994722224,0.9999999999722223,0.0,1.0,0.0
recon_temp_var,0.29843014157735387,0.07110537588596344,0.0041095297783613205,0,3.479623794555664,0.9999999994722224,0.9999999999722223,0.0,1.0,0.0
proposed_full,2.0004673150869516,0.06499194353818893,0.011352512054145336,0,2.471031665802002,0.9999999994722224,0.9999999999722223,0.0,1.0,0.0
