Experiment,Severity,Precision_mean,Precision_std,Recall_mean,Recall_std,F1_mean,F1_std,FAR100_mean,FAR100_std,FARswitch100_mean,FARswitch100_std,EventRecall_mean,EventRecall_std,MeanDelay_mean,MeanDelay_std
attack_during_switch,1.0,0.9393939393644629,0.0524863881048077,0.9999999999666667,0.0,0.9682539677234567,0.02749286995896684,1.6528925619834711,1.431446948404031,2.1052631578947367,1.823211376388292,1.0,0.0,0.0,0.0
cyber_physical,0.25,0.9253539253295849,0.07164564045822218,0.9814814814542182,0.03207501495408825,0.9515279236060258,0.042189127961585075,2.608695652173913,2.608695652173913,3.157894736842105,3.1578947368421053,1.0,0.0,0.0,0.0
cyber_physical,0.5,0.9487179486929104,0.044411559166060405,0.9999999999722223,0.0,0.9733333328075409,0.023094010765865914,1.7391304347826086,1.5061311370164152,2.1052631578947367,1.823211376388292,1.0,0.0,0.0,0.0
cyber_physical,0.75,0.9267399267159754,0.07149897910232682,0.9999999999722223,0.0,0.9610256405012119,0.03847179350111255,2.608695652173913,2.608695652173913,3.157894736842105,3.1578947368421053,1.0,0.0,0.0,0.0
cyber_physical,1.0,0.9267399267159754,0.07149897910232682,0.9999999999722223,0.0,0.9610256405012119,0.03847179350111255,2.608695652173913,2.608695652173913,3.157894736842105,3.1578947368421053,1.0,0.0,0.0,0.0
physical_only,1.0,0.9999999999301586,2.7492277031576657e-12,0.4777777777618519,0.019245008972346024,0.6464646459980817,0.017495462696212584,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.5773502691896258
