t,score,threshold,alert,y_true,switching,err_phys,err_cyber,err_event,attack_type
35,0.2894194446586955,1.6816989055870812,0,0,0,0.9092455506324768,0.8558951020240784,0.0022162236273288727,none
36,0.1190867389208818,1.6816989055870812,0,0,0,0.8296598196029663,0.7301512360572815,0.0027092641685158014,none
37,1.4138794598839541,1.6816989055870812,0,0,0,0.8531721234321594,1.114315390586853,0.002756597474217415,none
38,0.16036942699199166,1.6816989055870812,0,0,0,0.8613595962524414,0.692152738571167,0.002270167926326394,none
39,0.0,1.6816989055870812,0,0,0,0.654196560382843,0.8945977687835693,0.0022060966584831476,none
40,0.24157483570768018,1.6816989055870812,0,0,0,0.8733198642730713,0.8957729935646057,0.002057321835309267,none
41,0.19880371445129147,1.6816989055870812,0,0,0,0.8480001091957092,0.8935224413871765,0.002544919028878212,none
42,0.006622587937715065,1.6816989055870812,0,0,0,0.7354381084442139,0.8601897954940796,0.0028346499893814325,none
43,0.1892595931671503,1.6816989055870812,0,0,0,0.855276882648468,0.8218937516212463,0.0019332094816491008,none
44,0.23817662399153267,1.6816989055870812,0,0,0,0.928064227104187,0.5816479325294495,0.0022485130466520786,none
45,0.052268941478086195,1.6816989055870812,0,0,0,0.7699618339538574,0.8386142253875732,0.0023023479152470827,none
46,0.1486730008044992,1.6816989055870812,0,0,0,0.8520274758338928,0.704746663570404,0.002617756137624383,none
47,0.3662544303403812,1.6816989055870812,0,0,0,0.953123152256012,0.8683376908302307,0.002318107523024082,none
48,2.6271432602429003,1.6816989055870812,0,0,0,1.0286403894424438,1.2791904211044312,0.0023457342758774757,none
49,1.2709804338379713,1.6816989055870812,0,0,0,0.9710960984230042,1.0535919666290283,0.0024668127298355103,none
50,0.6506412779193436,1.6816989055870812,0,0,0,1.1569311618804932,0.6855105757713318,0.002500824397429824,none
51,0.08485416804064391,1.6816989055870812,0,0,0,0.7974705100059509,0.7946177124977112,0.0024501560255885124,none
52,0.18764871895579446,1.6816989055870812,0,0,0,0.8551852107048035,0.8169167041778564,0.0022036421578377485,none
53,0.311972681330427,1.6816989055870812,0,0,0,0.9307730197906494,0.8118383288383484,0.0020124195143580437,none
54,0.3846295721672768,1.6816989055870812,0,0,0,1.0068148374557495,0.6326175928115845,0.0019471078412607312,none
55,1.4165203178016643,1.6816989055870812,0,0,0,0.8358771204948425,1.1199557781219482,0.0023082923144102097,none
56,0.8113810246757912,1.6816989055870812,0,0,0,0.7850545644760132,1.0267870426177979,0.0023340247571468353,none
57,0.3542294808916129,1.6816989055870812,0,0,0,0.806861400604248,0.9384583830833435,0.0023113719653338194,none
58,0.2766097103438055,1.6816989055870812,0,0,0,0.9209030866622925,0.7490113973617554,0.001974041573703289,none
59,0.128007531988596,1.6816989055870812,0,0,0,0.8150254487991333,0.8407999873161316,0.00251771230250597,none
60,0.09070455304221092,1.6816989055870812,0,0,0,0.8185797333717346,0.6969828605651855,0.0030992322135716677,none
61,2.151475199558988,1.6816989055870812,0,0,0,0.8756981492042542,1.239635944366455,0.0024550040252506733,none
62,0.6226688605369629,1.6816989055870812,0,0,0,0.9536211490631104,0.9427527785301208,0.002562974812462926,none
63,0.055597038020500755,1.6816989055870812,0,0,0,0.7623733878135681,0.891654908657074,0.002254009246826172,none
64,0.7482040279555054,1.6816989055870812,0,0,0,0.8326687216758728,1.001281976699829,0.002443211153149605,none
65,0.8339519065363538,1.6816989055870812,0,0,0,0.8156750798225403,1.0216892957687378,0.002704490441828966,none
66,0.052272599327468396,1.6816989055870812,0,0,0,0.7854647636413574,0.6100040078163147,0.002594663994386792,none
67,0.5382585386840729,1.6816989055870812,0,0,0,0.7918807864189148,0.9758552312850952,0.002662317594513297,none
68,0.19067416146271254,1.6816989055870812,0,0,0,0.8438329100608826,0.889609158039093,0.00247188494540751,none
69,0.15852495579097106,1.6816989055870812,0,0,0,0.8514546751976013,0.7408713698387146,0.002134025329723954,none
70,0.16616686491396093,1.6816989055870812,0,0,0,0.8893868923187256,0.5564374923706055,0.0022119481582194567,none
71,0.1336591605968518,1.6816989055870812,0,0,0,0.846372663974762,0.6862754225730896,0.0023919730447232723,none
72,0.21485662822465346,1.6816989055870812,0,0,0,0.8700248599052429,0.8252475261688232,0.0021070202346891165,none
73,0.09565523131661853,1.6816989055870812,0,0,0,0.789273202419281,0.8759600520133972,0.002164376899600029,none
74,0.33571607761156697,1.6816989055870812,0,0,0,0.7340365052223206,0.9568579196929932,0.002143325051292777,none
75,0.09720258674495419,1.6816989055870812,0,0,0,0.792266845703125,0.8645176887512207,0.0022143665701150894,none
76,0.8743038637995852,1.6816989055870812,0,0,0,0.816338300704956,1.0287272930145264,0.0022286181338131428,none
77,0.1596304673409553,1.6816989055870812,0,0,0,0.8444161415100098,0.7834230065345764,0.0022208518348634243,none
78,0.0,1.6816989055870812,0,0,0,0.6634395122528076,0.7297831177711487,0.0022224923595786095,none
79,0.0,1.6816989055870812,0,0,0,0.6653997898101807,0.829938530921936,0.002600709442049265,none
80,0.8609129472642822,1.6816989055870812,0,0,0,0.7436550259590149,1.0479949712753296,0.002304651075974107,none
81,1.0940505309144315,1.6816989055870812,0,0,0,0.7701323628425598,1.081836462020874,0.0021781439427286386,none
82,0.692746352067584,1.6816989055870812,0,0,0,0.8264490365982056,0.99319988489151,0.0027917465195059776,none
83,0.9440885790784433,1.6816989055870812,0,0,0,0.6412674188613892,1.077261209487915,0.0025393899995833635,none
