t,score,threshold,alert,y_true,switching,err_phys,err_cyber,err_event,attack_type
84,0.023285580711972217,1.6816989055870812,0,0,0,0.7536986470222473,0.8284870982170105,0.002040868392214179,none
85,0.0,1.6816989055870812,0,0,0,0.6569152474403381,0.7592200040817261,0.002010046737268567,none
86,0.0,1.6816989055870812,0,0,0,0.7172160744667053,0.7852900624275208,0.001894331886433065,none
87,2.0679545822716543,1.6816989055870812,0,0,0,0.6073375344276428,1.284935474395752,0.0028201774694025517,none
88,0.0,1.6816989055870812,0,0,0,0.6532678008079529,0.7672998309135437,0.002229380887001753,none
89,0.002943131241703641,1.6816989055870812,0,0,0,0.458305299282074,0.8992009162902832,0.002255483763292432,none
90,0.0,1.6816989055870812,0,0,0,0.5262791514396667,0.6954548954963684,0.0029049841687083244,none
91,0.0,1.6816989055870812,0,0,0,0.6208253502845764,0.8181347250938416,0.002169520128518343,none
92,0.0,1.6816989055870812,0,0,0,0.6339985728263855,0.7827768921852112,0.001929157879203558,none
93,0.0,1.6816989055870812,0,0,0,0.5935478210449219,0.8101778626441956,0.0021410654298961163,none
94,0.0,1.6816989055870812,0,0,0,0.6050612330436707,0.8238879442214966,0.0013537995982915163,none
95,0.0,1.6816989055870812,0,0,0,0.5663534998893738,0.7576207518577576,0.0016327871708199382,none
96,0.8681140813558696,1.6816989055870812,0,0,0,0.4440658390522003,1.062887191772461,0.0022954163141548634,none
97,0.4955808333131927,1.6816989055870812,0,0,0,0.5430062413215637,0.9924056529998779,0.0017810958670452237,none
98,0.0,1.6816989055870812,0,0,0,0.47940361499786377,0.8203058838844299,0.002000323962420225,none
99,0.4464155455323076,1.6816989055870812,0,0,0,0.43465545773506165,0.9831038117408752,0.0020579341799020767,none
100,0.0,1.6816989055870812,0,0,0,0.5065502524375916,0.7786840200424194,0.0021080065052956343,none
101,0.0,1.6816989055870812,0,0,0,0.4402981102466583,0.7955420017242432,0.001929333433508873,none
102,0.6364075524409449,1.6816989055870812,0,0,0,0.3920859098434448,1.0190494060516357,0.0025264171417802572,none
103,0.0,1.6816989055870812,0,0,0,0.46564456820487976,0.8631736636161804,0.0021476070396602154,none
104,2.319309025041285,1.6816989055870812,0,0,0,0.37849321961402893,1.3374464511871338,0.002456003800034523,none
105,0.0,1.6816989055870812,0,0,0,0.44506195187568665,0.8013120889663696,0.002255390165373683,none
106,0.9785775910195978,1.6816989055870812,0,0,0,0.4388423264026642,1.0837863683700562,0.0019253024365752935,none
107,0.5989760393439876,1.6816989055870812,0,0,0,0.43114742636680603,1.0119675397872925,0.002167842350900173,none
108,0.7231697508676951,1.6816989055870812,0,0,0,0.43016886711120605,1.0354644060134888,0.0021698137279599905,none
109,0.0,1.6816989055870812,0,0,0,0.41901928186416626,0.864296555519104,0.0023809345439076424,none
110,0.0,1.6816989055870812,0,0,0,0.39600443840026855,0.8607349991798401,0.002191950799897313,none
111,0.0845216129642157,1.6816989055870812,0,0,0,0.4016821086406708,0.914635181427002,0.0018122029723599553,none
112,0.0,1.6816989055870812,0,0,0,0.4214158356189728,0.8694241046905518,0.0022430745884776115,none
113,0.0,1.6816989055870812,0,0,0,0.3929535746574402,0.7220061421394348,0.0017273571575060487,none
114,0.0,1.6816989055870812,0,0,0,0.3994324505329132,0.6535733342170715,0.002331180963665247,none
115,0.0,1.6816989055870812,0,0,0,0.3834727108478546,0.6318675875663757,0.002371491165831685,none
116,0.13383623110354306,1.6816989055870812,0,0,0,0.36645618081092834,0.9239652752876282,0.0021355871576815844,none
117,0.0,1.6816989055870812,0,0,0,0.4172172546386719,0.7528083920478821,0.0021229248959571123,none
118,0.0,1.6816989055870812,0,0,0,0.39070889353752136,0.8930317759513855,0.002135428600013256,none
119,0.0,1.6816989055870812,0,0,0,0.44318556785583496,0.888063907623291,0.0017813596641644835,none
120,0.0,1.6816989055870812,0,0,0,0.39770591259002686,0.857089102268219,0.002640543971210718,none
121,0.0,1.6816989055870812,0,0,0,0.4724866449832916,0.8653610348701477,0.0022941522765904665,none
122,0.0,1.6816989055870812,0,0,0,0.4598131477832794,0.8886756300926208,0.0024957931600511074,none
123,0.5398141237071296,1.6816989055870812,0,0,0,0.5019080638885498,1.0007743835449219,0.0026449167635291815,none
124,0.9170219790463595,1.6816989055870812,0,0,0,0.47957518696784973,1.0721403360366821,0.002923480700701475,none
125,0.0,1.6816989055870812,0,0,0,0.5959326028823853,0.8409805297851562,0.002523288829252124,none
126,0.0,1.6816989055870812,0,0,0,0.48828205466270447,0.8469314575195312,0.002726319944486022,none
127,0.52488707367896,1.6816989055870812,0,0,0,0.5097665786743164,0.9979502558708191,0.0020891122985631227,none
128,0.5581137085182618,1.6816989055870812,0,0,0,0.5989421010017395,1.0042365789413452,0.002799124689772725,none
129,0.0,1.6816989055870812,0,0,0,0.6300532817840576,0.7503368854522705,0.002968629589304328,none
130,0.0,1.6816989055870812,0,0,0,0.7055307626724243,0.7189808487892151,0.002401463221758604,none
131,0.006468664071586061,1.6816989055870812,0,0,0,0.7352694272994995,0.7665982842445374,0.0028214920312166214,none
132,0.0,1.6816989055870812,0,0,0,0.6295572519302368,0.7201226353645325,0.002165675861760974,none
133,0.0023993086595578603,1.6816989055870812,0,0,0,0.7308099269866943,0.7490066289901733,0.0023056070785969496,none
134,1.0850449621355798,1.6816989055870812,0,0,0,0.7564429044723511,1.0842862129211426,0.002885747468098998,none
135,0.19952052165187886,1.6816989055870812,0,0,0,0.887036144733429,0.6799120306968689,0.0027760546654462814,none
136,0.9354082735604321,1.6816989055870812,0,0,0,0.9690203070640564,0.9941296577453613,0.003011788474395871,none
137,1.190096165089273,1.6816989055870812,0,0,0,1.2335000038146973,0.9608596563339233,0.0036725110840052366,none
138,0.026638401490649357,1.6816989055870812,0,0,0,0.7573729157447815,0.7909239530563354,0.002827886724844575,none
139,0.7463659009867478,1.6816989055870812,0,0,0,1.1786248683929443,0.8829566836357117,0.0034093759022653103,none
140,0.7578065773379115,1.6816989055870812,0,0,0,1.2170480489730835,0.7086358666419983,0.0030602263286709785,none
141,0.03483449382663724,1.6816989055870812,0,0,0,0.7663547992706299,0.7451277375221252,0.0025545323733240366,none
142,0.6170032452787353,1.6816989055870812,0,0,0,0.9305588603019714,0.9486036896705627,0.0029255168046802282,none
143,1.3520923229323523,1.6816989055870812,0,0,0,1.3055559396743774,0.9683794975280762,0.003573648864403367,none
144,0.5054002217107358,1.6816989055870812,0,0,0,1.0429569482803345,0.8329352736473083,0.0036474126391112804,none
145,0.768587160380222,1.6816989055870812,0,0,0,1.2308151721954346,0.6681643724441528,0.003332107560709119,none
146,0.9945026093071039,1.6816989055870812,0,0,0,1.3545167446136475,0.734432578086853,0.0029986004810780287,none
147,0.5651338014324496,1.6816989055870812,0,0,0,1.0900745391845703,0.7710514664649963,0.0029913464095443487,none
148,1.6234771377191386,1.6816989055870812,0,0,0,1.315171241760254,1.0140985250473022,0.003266694024205208,none
149,1.041272184768962,1.6816989055870812,0,0,0,1.3711940050125122,0.797262966632843,0.003494707867503166,none
150,1.4286554677751404,1.6816989055870812,0,0,0,1.589381456375122,0.877174973487854,0.003193680429831147,none
